Title,Link,Sale Price,Regular Price,Image Path,Swatch Colors
"Remi Modular 5-Piece Sectional (105"")",https://www.westelm.com/products/remi-5-piece-sectional-h6223/?pkey=csectionals,"2,595","5,395","images/Remi_Modular_5-Piece_Sectional_(105"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite, Yarn Dyed Linen Weave, Frost Gray"
"Newport Modular 3-Piece L-Shaped Sectional (114"")",https://www.westelm.com/products/newport-modular-3-piece-l-shaped-sectional-h10756/?pkey=csectionals,"4,697","6,797","images/Newport_Modular_3-Piece_L-Shaped_Sectional_(114"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pearl Gray, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite"
"Arianna Modular 4-Piece Sectional (108"")",https://www.westelm.com/products/arianna-4-piece-sectional-h10732/?pkey=csectionals,"2,796","4,396","images/Arianna_Modular_4-Piece_Sectional_(108"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pearl Gray, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite"
"Arianna Modular 3-Piece Ottoman Sectional (72"")",https://www.westelm.com/products/arianna-3-piece-chaise-sectional-h9915/?pkey=csectionals,"1,997","3,197","images/Arianna_Modular_3-Piece_Ottoman_Sectional_(72"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pearl Gray, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite"
"Marin Leather 3-Piece L-Shaped Sectional (114"")",https://www.westelm.com/products/marin-leather-3-piece-l-shaped-sectional-h7832/?pkey=csectionals,"6,158","8,297","images/Marin_Leather_3-Piece_L-Shaped_Sectional_(114"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Harper 3-Piece L-Shaped Sectional (106""–116"")",https://www.westelm.com/products/harper-3-piece-l-shaped-sectional-h6923/?pkey=csectionals,"3,312.45","6,197","images/Harper_3-Piece_L-Shaped_Sectional_(106""–116"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Harris Motion Reclining 3-Piece Chaise Sectional (89"")",https://www.westelm.com/products/harris-motion-reclining-3-piece-chaise-sectional-h12162/?pkey=csectionals,"2,496","3,946","images/Harris_Motion_Reclining_3-Piece_Chaise_Sectional_(89"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pearl Gray, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite"
"Haven Leather 3-Piece L-Shaped Sectional (106"")",https://www.westelm.com/products/haven-leather-3-piece-l-shaped-sectional-h9189/?pkey=csectionals,"7,397","7,697","images/Haven_Leather_3-Piece_L-Shaped_Sectional_(106"").jpg","Saddle Leather, Nut, Saddle Leather, Oxblood, Saddle Leather, Slate, Saddle Leather, Banker"
"Andes Leather 3-Piece L-Shaped Sectional (94""–105"")",https://www.westelm.com/products/andes-leather-l-shaped-sectional-h2901/?pkey=csectionals,"5,118","6,997","images/Andes_Leather_3-Piece_L-Shaped_Sectional_(94""–105"").jpg","Saddle Leather, Nut, Saddle Leather, Oxblood, Saddle Leather, Slate, Saddle Leather, Banker"
"Hargrove 3-Piece U-Shaped Chaise Sectional (138"")",https://www.westelm.com/products/hargrove-3-piece-u-shaped-chaise-sectional-h9544/?pkey=csectionals,"3,822.45","6,297","images/Hargrove_3-Piece_U-Shaped_Chaise_Sectional_(138"").jpg","Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite, Yarn Dyed Linen Weave, Frost Gray, Yarn Dyed Linen Weave, Sand"
"Laurent Leather 3-Piece U-Shaped Sectional (168.5"")",https://www.westelm.com/products/laurent-leather-3-piece-u-shaped-sectional-h12462/?pkey=csectionals,"5,918","7,697","images/Laurent_Leather_3-Piece_U-Shaped_Sectional_(168.5"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sand, Ludlow Leather, Sesame"
"Harris Leather 3-Piece L-Shaped Sectional (103""–113"")",https://www.westelm.com/products/harris-leather-l-shaped-sectional-h5030/?pkey=csectionals,"5,918","8,397","images/Harris_Leather_3-Piece_L-Shaped_Sectional_(103""–113"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Parry 2-Piece Wedge Sectional (140"")",https://www.westelm.com/products/parry-2-piece-wedge-sectional-h12172/?pkey=csectionals,"2,598","3,198","images/Parry_2-Piece_Wedge_Sectional_(140"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pearl Gray, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite"
"Marin 3-Piece Ottoman Sectional (114"")",https://www.westelm.com/products/marin-3-piece-chaise-sectional-h6950/?pkey=csectionals,"3,099.95","4,547","images/Marin_3-Piece_Ottoman_Sectional_(114"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray, Performance Yarn Dyed Linen Weave, Sand"
"Harris Leather 2-Piece Sleeper Sectional w/ Bumper Chaise (111"")",https://www.westelm.com/products/harris-leather-terminal-chaise-sleeper-sectional-h5032/?pkey=csectionals,"4,558","5,898","images/Harris_Leather_2-Piece_Sleeper_Sectional_w__Bumper_Chaise_(111"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Drake Leather 3-Piece L-Shaped Sectional (100"")",https://www.westelm.com/products/drake-leather-3-piece-l-shaped-sectional-h11367/?pkey=csectionals,"5,358","7,297","images/Drake_Leather_3-Piece_L-Shaped_Sectional_(100"").jpg","Saddle Leather, Nut, Saddle Leather, Oxblood, Saddle Leather, Slate, Saddle Leather, Banker"
"Parker 3-Piece L-Shaped Sectional (108"")",https://www.westelm.com/products/parker-3-piece-l-shaped-sectional-h10762/?pkey=csectionals,"4,162.45","6,147","images/Parker_3-Piece_L-Shaped_Sectional_(108"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Hargrove 3-Piece Ottoman Sectional (112"")",https://www.westelm.com/products/hargrove-3-piece-ottoman-sectional-h11953/?pkey=csectionals,"3,397.45","4,297","images/Hargrove_3-Piece_Ottoman_Sectional_(112"").jpg","Yarn Dyed Linen Weave, Graphite, Performance Twill, Frost Gray, Performance Twill, Midnight, Twill, Sand"
"Sloane 2-Piece Chaise Sectional (95.5"")",https://www.westelm.com/products/sloane-2-piece-chaise-sectional-h2929/?pkey=csectionals,"2,298","2,898","images/Sloane_2-Piece_Chaise_Sectional_(95.5"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite, Yarn Dyed Linen Weave, Frost Gray"
"Whitman Vegan Leather 2-Piece Chaise Sectional (96"")",https://www.westelm.com/products/whitman-leather-2-piece-chaise-sectional-h12055/?pkey=csectionals,"2,299","3,098","images/Whitman_Vegan_Leather_2-Piece_Chaise_Sectional_(96"").jpg","Vegan Leather, Saddle, Ludlow Leather, Sesame, Ludlow Leather, Gray Smoke, Sierra Leather, Licorice"
"Hargrove Small 2-Piece Chaise Sectional (72.5"")",https://www.westelm.com/products/hargrove-small-2-piece-chaise-sectional-h11954/?pkey=csectionals,"2,420.80","3,048","images/Hargrove_Small_2-Piece_Chaise_Sectional_(72.5"").jpg","Yarn Dyed Linen Weave, Graphite, Performance Twill, Frost Gray, Performance Twill, Midnight, Twill, Sand"
"Easton Leather 2-Piece Bumper Chaise Sectional (115"")",https://www.westelm.com/products/easton-leather-2-piece-terminal-chaise-sectional-h8692/?pkey=csectionals,"5,998","6,198","images/Easton_Leather_2-Piece_Bumper_Chaise_Sectional_(115"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame, Ludlow Leather, Black"
"Leroy Leather 3-Piece L-Shaped Sectional (110.5"")",https://www.westelm.com/products/leroy-leather-l-shaped-sectional-h12192/?pkey=csectionals,"7,697","7,997","images/Leroy_Leather_3-Piece_L-Shaped_Sectional_(110.5"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sand, Ludlow Leather, Sesame"
"Harmony Leather 2-Piece Chaise Sectional (117"")",https://www.westelm.com/products/harmony-leather-2-piece-chaise-sectional-h3825/?pkey=csectionals,"3,699","7,697","images/Harmony_Leather_2-Piece_Chaise_Sectional_(117"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Harmony Modular Skirted Slipcover 2-Piece Chaise Sectional (122"")",https://www.westelm.com/products/harmony-modular-skirted-slipcver-2-piece-chaise-sectional-h11804/?pkey=csectionals,"3,568.30","4,998","images/Harmony_Modular_Skirted_Slipcover_2-Piece_Chaise_Sectional_(122"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Harmony Modular Leather 6-Piece Pit Sectional (121"")",https://www.westelm.com/products/harmony-modular-leather-6-piece-pit-sectional-h12097/?pkey=csectionals,"11,494","12,094","images/Harmony_Modular_Leather_6-Piece_Pit_Sectional_(121"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Parry 2-Piece Chaise Sectional (123"")",https://www.westelm.com/products/parry-2-piece-chaise-sectional-h12179/?pkey=csectionals,"2,298","2,898","images/Parry_2-Piece_Chaise_Sectional_(123"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pearl Gray, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite"
"Leo Motion Reclining Leather Small 2-Piece Chaise Sectional (92.5"")",https://www.westelm.com/products/leo-motion-leather-2-piece-reversible-chaise-sectional-h12042/?pkey=csectionals,"3,997","5,296","images/Leo_Motion_Reclining_Leather_Small_2-Piece_Chaise_Sectional_(92.5"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame, Weston Leather, Molasses"
Belle Sectional,https://www.westelm.com/products/belle-sectional-h10834/?pkey=csectionals,"1,615","4,825",images/Belle_Sectional.jpg,"Linen Like, Flax, Cloud Velvet, Cognac, Cloud Velvet, Light Mocha, Cloud Velvet, Smoke Blue"
"Hampton Modular 5-Piece L-Shaped Sectional (125"")",https://www.westelm.com/products/hampton-5-piece-l-shaped-sectional-h6869/?pkey=csectionals,"4,716","7,395","images/Hampton_Modular_5-Piece_L-Shaped_Sectional_(125"").jpg","Performance Coastal Linen, Anchor Gray, Performance Coastal Linen, Pewter, Performance Coastal Linen, Frost Gray, Linen, White"
"Harris 5-Piece U-Shaped Sectional (132""–140"")",https://www.westelm.com/products/harris-u-shaped-sectional-h4616/?pkey=csectionals,"4,373.25","7,345","images/Harris_5-Piece_U-Shaped_Sectional_(132""–140"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Nassau 3-Piece L-Shaped Sectional (117"")",https://www.westelm.com/products/nassau-3-piece-l-shaped-sectional-h12337/?pkey=csectionals,"4,697","6,197","images/Nassau_3-Piece_L-Shaped_Sectional_(117"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Easton Leather 2-Piece Chaise Sectional (115"")",https://www.westelm.com/products/easton-leather-2-piece-chaise-sectional-h8689/?pkey=csectionals,"5,898","6,098","images/Easton_Leather_2-Piece_Chaise_Sectional_(115"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame, Ludlow Leather, Black"
"Dallas 2-Piece Chaise Sectional (105"")",https://www.westelm.com/products/dallas-2-piece-chaise-sectional-h12174/?pkey=csectionals,"2,463.30","3,498","images/Dallas_2-Piece_Chaise_Sectional_(105"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray, Performance Yarn Dyed Linen Weave, Sand"
"Harmony Modular Leather 4-Piece Sectional (121"")",https://www.westelm.com/products/harmony-modular-leather-4-piece-sectional-h6489/?pkey=csectionals,"10,295","10,695","images/Harmony_Modular_Leather_4-Piece_Sectional_(121"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Billy Cotton Curved L-Shaped Sectional (71""–103"")",https://www.westelm.com/products/billy-cotton-l-shaped-sectional-h12308/?pkey=csectionals,"2,196","4,394","images/Billy_Cotton_Curved_L-Shaped_Sectional_(71""–103"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Sand, Performance Coastal Linen, Midnight, Performance Coastal Linen, Dark Olive"
"Laurent 3-Piece U-Shaped Sectional (168.5"")",https://www.westelm.com/products/laurent-3-piece-u-shaped-sectional-h12183/?pkey=csectionals,"3,699","4,299","images/Laurent_3-Piece_U-Shaped_Sectional_(168.5"").jpg","Twill, Alabaster, Twill, Pewter, Performance Velvet, Alabaster, Performance Velvet, Sand"
"Marin Leather 3-Piece Ottoman Sectional (114"")",https://www.westelm.com/products/marin-leather-3-piece-chaise-sectional-h7831/?pkey=csectionals,"4,558","6,397","images/Marin_Leather_3-Piece_Ottoman_Sectional_(114"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Harris 3-Piece Small Ottoman Sectional (70""–78"")",https://www.westelm.com/products/harris-3-piece-small-ottoman-sectional-h11009/?pkey=csectionals,"2,164.95","3,747","images/Harris_3-Piece_Small_Ottoman_Sectional_(70""–78"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Leroy Leather 2-Piece Bumper Chaise Sectional (110.5"")",https://www.westelm.com/products/leroy-leather-2-pc-bumper-chase-sectional-h12189/?pkey=csectionals,"6,198","6,398","images/Leroy_Leather_2-Piece_Bumper_Chaise_Sectional_(110.5"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sand, Ludlow Leather, Sesame"
"Anton Leather 2-Piece Chaise Sectional (105"") - Wood Legs",https://www.westelm.com/products/anton-leather-2-piece-chaise-sectional-wood-legs-h8656/?pkey=csectionals,"5,598","5,798","images/Anton_Leather_2-Piece_Chaise_Sectional_(105"")_-_Wood_Legs.jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame, Ludlow Leather, Navy"
"Haven Loft 3-Piece L-Shaped Sectional (103.5"")",https://www.westelm.com/products/haven-loft-l-shaped-sectional-h4995/?pkey=csectionals,"3,269.95","5,347","images/Haven_Loft_3-Piece_L-Shaped_Sectional_(103.5"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Hargrove 3-Piece L-Shaped Sectional (112"")",https://www.westelm.com/products/hargrove-3-piece-l-shaped-sectional-h9547/?pkey=csectionals,"3,779.95","5,997","images/Hargrove_3-Piece_L-Shaped_Sectional_(112"").jpg","Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite, Yarn Dyed Linen Weave, Frost Gray, Yarn Dyed Linen Weave, Sand"
"Axel Motion Reclining Leather 5-Piece Sectional (119"")",https://www.westelm.com/products/axel-motion-leather-5-piece-sectional-h8680/?pkey=csectionals,"7,974","11,593","images/Axel_Motion_Reclining_Leather_5-Piece_Sectional_(119"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Dallas 3-Piece Ottoman Sectional (108"")",https://www.westelm.com/products/dallas-3-piece-ottoman-sectional-h12175/?pkey=csectionals,"2,632.45","3,997","images/Dallas_3-Piece_Ottoman_Sectional_(108"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray, Performance Yarn Dyed Linen Weave, Sand"
"Harmony Modular Leather 3-Piece L-Shaped Sectional (122"")",https://www.westelm.com/products/harmony-modular-leather-3-piece-l-shaped-sectional-h6488/?pkey=csectionals,"8,297","8,597","images/Harmony_Modular_Leather_3-Piece_L-Shaped_Sectional_(122"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Harmony 5-Piece U-Shaped Sectional (143""–165"")",https://www.westelm.com/products/harmony-u-shaped-sectional-h2508/?pkey=csectionals,"6,710.75","11,695","images/Harmony_5-Piece_U-Shaped_Sectional_(143""–165"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray, Yarn Dyed Linen Weave, Alabaster"
"Haven Loft Leather 3-Piece L-Shaped Sectional (103.5"")",https://www.westelm.com/products/haven-leather-loft-3-piece-l-shaped-sectional-h5320/?pkey=csectionals,"5,278","7,197","images/Haven_Loft_Leather_3-Piece_L-Shaped_Sectional_(103.5"").jpg","Saddle Leather, Nut, Ludlow Leather, Pewter, Aspen Leather, Fog, Aspen Leather, Aegean Blue"
"Enzo Leather 3-Piece Reclining Chaise Sectional w/ Storage (108"")",https://www.westelm.com/products/enzo-leather-reclining-chaise-sectional-w-storage-h4668/?pkey=csectionals,"5,458","7,396","images/Enzo_Leather_3-Piece_Reclining_Chaise_Sectional_w__Storage_(108"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Black, Ludlow Leather, Navy"
"Enzo 5-Piece L-Shaped Reclining Sectional (114"")",https://www.westelm.com/products/enzo-reclining-corner-sectional-h4596/?pkey=csectionals,"7,016","8,754","images/Enzo_5-Piece_L-Shaped_Reclining_Sectional_(114"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Graphite, Yarn Dyed Linen Weave, Frost Gray, Yarn Dyed Linen Weave, Sand"
"Enzo Leather 5-Piece L-Shaped Reclining Sectional (114"")",https://www.westelm.com/products/enzo-leather-reclining-corner-sectional-h4670/?pkey=csectionals,"11,205","11,243","images/Enzo_Leather_5-Piece_L-Shaped_Reclining_Sectional_(114"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Black, Ludlow Leather, Navy"
"Eddy 2-Piece Chaise Sectional (92"")",https://www.westelm.com/products/eddy-2-piece-chaise-sectional-h11349/?pkey=csectionals,"2,038.30","3,198","images/Eddy_2-Piece_Chaise_Sectional_(92"").jpg","Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite, Yarn Dyed Linen Weave, Frost Gray, Yarn Dyed Linen Weave, Sand"
"Hampton Modular 5-Piece Sectional (125"")",https://www.westelm.com/products/hampton-5-piece-chaise-sectional-h6868/?pkey=csectionals,"4,396","6,995","images/Hampton_Modular_5-Piece_Sectional_(125"").jpg","Performance Coastal Linen, Anchor Gray, Performance Coastal Linen, Pewter, Performance Coastal Linen, Frost Gray, Linen, White"
"Harmony Modular Skirted Slipcover 3-Piece L-Shaped Sectional (122"")",https://www.westelm.com/products/harmony-mod-skirted-slipcver-3-piece-l-shaped-sectional-h11805/?pkey=csectionals,"4,842.45","6,897","images/Harmony_Modular_Skirted_Slipcover_3-Piece_L-Shaped_Sectional_(122"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Harmony Modular Leather 4-Piece Ottoman Sectional (120"")",https://www.westelm.com/products/harmony-modular-leather-4-piece-ottoman-sectional-h12099/?pkey=csectionals,"7,896","8,296","images/Harmony_Modular_Leather_4-Piece_Ottoman_Sectional_(120"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Remi Modular 4-Piece Sectional (105"")",https://www.westelm.com/products/remi-4-piece-sectional-h6273/?pkey=csectionals,"1,996","4,198","images/Remi_Modular_4-Piece_Sectional_(105"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite, Yarn Dyed Linen Weave, Frost Gray"
"Harris Skirted Slipcover 3-Piece L-Shaped Sectional (105"")",https://www.westelm.com/products/harris-skirted-slipcover-3-piece-l-shaped-sectional-h11826/?pkey=csectionals,"4,077.45","5,997","images/Harris_Skirted_Slipcover_3-Piece_L-Shaped_Sectional_(105"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Laurent Leather 3-Piece Bumper Chaise Sectional (111.5"")",https://www.westelm.com/products/laurent-leather-3-piece-bumper-chaise-sectional-h12460/?pkey=csectionals,"5,118","6,697","images/Laurent_Leather_3-Piece_Bumper_Chaise_Sectional_(111.5"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sand, Ludlow Leather, Sesame"
"Shelter 3-Piece L-Shaped Sectional (106"")",https://www.westelm.com/products/shelter-3-piece-l-shaped-sectional-h6228/?pkey=csectionals,"4,034.95","5,647","images/Shelter_3-Piece_L-Shaped_Sectional_(106"").jpg","Performance Yarn Dyed Linen Weave, Frost Gray, Performance Yarn Dyed Linen Weave, Sand, Performance Yarn Dyed Linen Weave, Petrol, Yarn Dyed Linen Weave, Alabaster"
"Dalton Motion Reclining Leather 5-Piece L-Shaped Sectional (127"")",https://www.westelm.com/products/dalton-motion-leather-5-piece-l-shaped-sectional-h12156/?pkey=csectionals,"12,593","13,493","images/Dalton_Motion_Reclining_Leather_5-Piece_L-Shaped_Sectional_(127"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sand, Ludlow Leather, Sesame"
"Dalton Leather 3-Piece U-Shaped Chaise Sectional (151"")",https://www.westelm.com/products/dalton-leather-3-piece-u-shaped-chaise-sectional-h10739/?pkey=csectionals,"8,547","8,847","images/Dalton_Leather_3-Piece_U-Shaped_Chaise_Sectional_(151"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame, Ludlow Leather, Black"
"Harmony Modular Leather 2-Piece Chaise Sectional (122"")",https://www.westelm.com/products/harmony-modular-leather-2-piece-chaise-sectional-h6486/?pkey=csectionals,"5,998","6,198","images/Harmony_Modular_Leather_2-Piece_Chaise_Sectional_(122"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Remi Modular Leather 4-Piece Sectional (108"")",https://www.westelm.com/products/remi-leather-4-piece-sectional-h6274/?pkey=csectionals,"2,998","4,796","images/Remi_Modular_Leather_4-Piece_Sectional_(108"").jpg","Performance Velvet, Midnight, Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke"
"Harris Motion Reclining 5-Piece L-Shaped Sectional (95"")",https://www.westelm.com/products/harris-motion-reclining-5-piece-l-shaped-sectional-h12163/?pkey=csectionals,"3,993","6,193","images/Harris_Motion_Reclining_5-Piece_L-Shaped_Sectional_(95"").jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pearl Gray, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite"
"Axel Leather 2-Piece Bumper Chaise Sectional (95"")",https://www.westelm.com/products/axel-2-piece-terminal-chaise-sectional-h7390/?pkey=csectionals,"4,298","4,498","images/Axel_Leather_2-Piece_Bumper_Chaise_Sectional_(95"").jpg","Saddle Leather, Nut, Saddle Leather, Oxblood, Saddle Leather, Slate, Saddle Leather, Banker"
"Melbourne Leather 3-Piece Ottoman Sectional (116""–126"")",https://www.westelm.com/products/melbourne-leather-3-piece-ottoman-sectional-h11163/?pkey=csectionals,"6,097","6,797","images/Melbourne_Leather_3-Piece_Ottoman_Sectional_(116""–126"").jpg","Saddle Leather, Nut, Saddle Leather, Oxblood, Saddle Leather, Slate, Saddle Leather, Banker"
"Harwood Armless Storage Sofa (75"")",https://www.westelm.com/products/harwood-armless-storage-sofa-h12450/?pkey=csectionals,"1,359.15","2,099","images/Harwood_Armless_Storage_Sofa_(75"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Harmony Modular 2-Piece Double Wide Chaise Sectional (139"")",https://www.westelm.com/products/harmony-modular-2-piece-double-chaise-sectional-h11583/?pkey=csectionals,"3,653.30","5,298","images/Harmony_Modular_2-Piece_Double_Wide_Chaise_Sectional_(139"").jpg","Performance Yarn Dyed Linen Weave, Alabaster, Performance Yarn Dyed Linen Weave, Pewter, Performance Yarn Dyed Linen Weave, Graphite, Performance Yarn Dyed Linen Weave, Frost Gray"
"Harmony Modular Leather 2-Piece Sleeper Sectional w/Storage Chaise (123"")",https://www.westelm.com/products/harmony-modular-leather-2-piece-sleeper-storage-sectional-h6917/?pkey=csectionals,"7,698","7,898","images/Harmony_Modular_Leather_2-Piece_Sleeper_Sectional_w_Storage_Chaise_(123"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Harris Motion Reclining Leather 3-Piece Chaise Sectional (89"")",https://www.westelm.com/products/harris-motion-reclining-leather-3-piece-chaise-sectional-h12162/?pkey=csectionals,"4,077","5,746","images/Harris_Motion_Reclining_Leather_3-Piece_Chaise_Sectional_(89"").jpg","Saddle Leather, Nut, Saddle Leather, Banker, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame"
"Anton 3-Piece L-Shaped Sectional (104"") - Wood Legs",https://www.westelm.com/products/anton-3-piece-sectional-wood-legs-h8640/?pkey=csectionals,"4,397","5,297","images/Anton_3-Piece_L-Shaped_Sectional_(104"")_-_Wood_Legs.jpg","Yarn Dyed Linen Weave, Alabaster, Yarn Dyed Linen Weave, Pearl Gray, Yarn Dyed Linen Weave, Pewter, Yarn Dyed Linen Weave, Graphite"
"Dalton Leather 2-Piece Chaise Sectional (111""–121"")",https://www.westelm.com/products/dalton-leather-2-piece-chaise-sectional-h10734/?pkey=csectionals,"5,798","6,098","images/Dalton_Leather_2-Piece_Chaise_Sectional_(111""–121"").jpg","Saddle Leather, Nut, Ludlow Leather, Gray Smoke, Ludlow Leather, Sesame, Ludlow Leather, Black"
