Title,Link,Sale Price,Regular Price,Image Path,Swatch Colors
Buchanan Square Arm Slipcovered Chair,https://www.potterybarn.com/products/buchanan-square-arm-slipcovered-armchair/?pkey=cbuchanan-square-collection,999,"1,749",images/Buchanan_Square_Arm_Slipcovered_Chair.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Buchanan Square Arm Slipcovered Twin Sleeper Sofa with Memory Foam Mattress (54"")",https://www.potterybarn.com/products/buchanan-square-arm-slipcovered-twin-armchair-sleeper/?pkey=cbuchanan-square-collection,"1,699","3,199","images/Buchanan_Square_Arm_Slipcovered_Twin_Sleeper_Sofa_with_Memory_Foam_Mattress_(54"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Buchanan Square Arm Slipcovered Chair and a Half,https://www.potterybarn.com/products/buchanan-square-arm-slipcovered-chair-and-a-half/?pkey=cbuchanan-square-collection,"1,149","1,899",images/Buchanan_Square_Arm_Slipcovered_Chair_and_a_Half.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Buchanan Square Arm Slipcovered 3-Piece Sectional (93"")",https://www.potterybarn.com/products/buchanan-square-arm-slipcovered-3-piece-corner-sec/?pkey=cbuchanan-square-collection,"3,997","6,497","images/Buchanan_Square_Arm_Slipcovered_3-Piece_Sectional_(93"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Buchanan Roll Arm Slipcovered 3-Piece Sectional (95"")",https://www.potterybarn.com/products/buchanan-roll-arm-slipcovered-3-piece-corner-sec/?pkey=cbuchanan-square-collection,"3,997","6,297","images/Buchanan_Roll_Arm_Slipcovered_3-Piece_Sectional_(95"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Buchanan Roll Arm Slipcovered 3-Piece L-Shaped Sectional (95"")",https://www.potterybarn.com/products/buchanan-roll-arm-slipcovered-3-piece-corner-l-sec/?pkey=cbuchanan-square-collection,"4,397","6,747","images/Buchanan_Roll_Arm_Slipcovered_3-Piece_L-Shaped_Sectional_(95"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Buchanan Cocktail Storage Ottoman,https://www.potterybarn.com/products/buchanan-upholstered-cocktail-storage-ottoman/?pkey=cbuchanan-square-collection,849,"1,399",images/Buchanan_Cocktail_Storage_Ottoman.jpg,"Performance Everydaylinen™, Navy, Performance Heathered Basketweave, Oatmeal, Performance Heathered Basketweave, Alabaster White, Performance Heathered Basketweave, Ivory"
Buchanan Ottoman,https://www.potterybarn.com/products/buchanan-ottoman/?pkey=cbuchanan-square-collection,549,"1,049",images/Buchanan_Ottoman.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Buchanan Slipcovered Ottoman,https://www.potterybarn.com/products/buchanan-roll-arm-slipcovered-ottoman/?pkey=cbuchanan-square-collection,699,"1,199",images/Buchanan_Slipcovered_Ottoman.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal"
Buchanan Leather Ottoman,https://www.potterybarn.com/products/buchanan-leather-ottoman/?pkey=cbuchanan-square-collection,"1,099","1,299",images/Buchanan_Leather_Ottoman.jpg,"Statesville Molasses, Statesville Wolf Gray, Statesville Caramel, Statesville Toffee"
Buchanan Slipcovered Cocktail Storage Ottoman,https://www.potterybarn.com/products/buchanan-slipcovered-cocktail-storage-ottoman/?pkey=cbuchanan-square-collection,999,"1,499",images/Buchanan_Slipcovered_Cocktail_Storage_Ottoman.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Buchanan Roll Arm Sectional,https://www.potterybarn.com/products/buchanan-sectional-components/?pkey=cbuchanan-square-collection,849,"2,399",images/Build_Your_Own_Buchanan_Roll_Arm_Sectional.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Buchanan Square Arm Sectional,https://www.potterybarn.com/products/buchanan-square-arm-sectional-components/?pkey=cbuchanan-square-collection,849,"2,199",images/Build_Your_Own_Buchanan_Square_Arm_Sectional.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Buchanan Square Arm Slipcovered Sectional,https://www.potterybarn.com/products/buchanan-square-arm-slipcovered-build-your-own-sectional/?pkey=cbuchanan-square-collection,999,"2,549",images/Build_Your_Own_Buchanan_Square_Arm_Slipcovered_Sectional.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Buchanan Roll Arm Slipcovered Sectional,https://www.potterybarn.com/products/buchanan-roll-arm-slipcovered-build-your-own-sectional/?pkey=cbuchanan-square-collection,999,"2,449",images/Build_Your_Own_Buchanan_Roll_Arm_Slipcovered_Sectional.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Seadrift Wood Base Sofa (63""–96"")",https://www.potterybarn.com/products/jake-upholstered-wood-base-sofa-collection/?pkey=cjake-wooden-base-collection,"1,899","3,999","images/Jake_Seadrift_Wood_Base_Sofa_(63""–96"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Leather Seadrift Wood Base Sofa (63""–96"")",https://www.potterybarn.com/products/jake-leather-wood-base-sofa-collection/?pkey=cjake-wooden-base-collection,"3,229","4,399","images/Jake_Leather_Seadrift_Wood_Base_Sofa_(63""–96"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Seadrift Wood Base Settee (74"")",https://www.potterybarn.com/products/jake-upholstered-wood-legs-settee/?pkey=cjake-wooden-base-collection,"1,799","2,899","images/Jake_Seadrift_Wood_Base_Settee_(74"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Brindle Wood Base Sofa (64""–96"")",https://www.potterybarn.com/products/jake-upholstered-dark-wood-base-sofa-collection/?pkey=cjake-wooden-base-collection,"1,899","3,499","images/Jake_Brindle_Wood_Base_Sofa_(64""–96"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
"Jake Leather Brindle Wood Base Sofa (63""–96"")",https://www.potterybarn.com/products/jake-leather-dark-wood-base-sofa-collection/?pkey=cjake-wooden-base-collection,"3,399","4,399","images/Jake_Leather_Brindle_Wood_Base_Sofa_(63""–96"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
Jake Swivel Stool,https://www.potterybarn.com/products/jake-upholstered-swivel-stool/?pkey=cjake-wooden-base-collection,399,549,images/Jake_Swivel_Stool.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
Jake Leather Swivel Stool,https://www.potterybarn.com/products/jake-leather-swivel-stool/?pkey=cjake-wooden-base-collection,599,699,images/Jake_Leather_Swivel_Stool.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
Jake Leather Seadrift Wood Base Swivel Chair,https://www.potterybarn.com/products/jake-leather-wood-legs-swivel-armchair/?pkey=cjake-wooden-base-collection,"1,799","2,399",images/Jake_Leather_Seadrift_Wood_Base_Swivel_Chair.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Seadrift Wood Base Chaise Sectional (110""–120"")",https://www.potterybarn.com/products/jake-upholstered-wood-base-2-piece-sectional-chaise/?pkey=cjake-wooden-base-collection,"3,098","4,698","images/Jake_Seadrift_Wood_Base_Chaise_Sectional_(110""–120"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Brindle Wood Base Chair,https://www.potterybarn.com/products/jake-upholstered-dark-wood-base-armchair/?pkey=cjake-wooden-base-collection,"1,299","1,949",images/Jake_Brindle_Wood_Base_Chair.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
Jake Seadrift Wood Base Swivel Chair,https://www.potterybarn.com/products/jake-upholstered-swivel-armchair-wood-base/?pkey=cjake-wooden-base-collection,"1,399","2,649",images/Jake_Seadrift_Wood_Base_Swivel_Chair.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Seadrift Wood Base Return Bumper Sectional (110"")",https://www.potterybarn.com/products/jake-upholstered-sofa-with-return-bumper-sectional-wood-base/?pkey=cjake-wooden-base-collection,"3,498","7,047","images/Jake_Seadrift_Wood_Base_Return_Bumper_Sectional_(110"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Tufted Seadrift Wood Base Settee (74"")",https://www.potterybarn.com/products/jake-upholstered-tufted-settee-with-wood-legs/?pkey=cjake-wooden-base-collection,"1,999","2,799","images/Jake_Tufted_Seadrift_Wood_Base_Settee_(74"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Brindle Wood Base Chaise Sectional (110""–119"")",https://www.potterybarn.com/products/jake-upholstered-sofa-chaise-sectional-dark-wood-base/?pkey=cjake-wooden-base-collection,"3,098","4,698","images/Jake_Brindle_Wood_Base_Chaise_Sectional_(110""–119"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
"Jake Leather Brindle Wood Base Chaise Sectional (111""–121"")",https://www.potterybarn.com/products/jake-leather-dark-wood-base-sofa-chaise-sectional/?pkey=cjake-wooden-base-collection,"5,498","6,298","images/Jake_Leather_Brindle_Wood_Base_Chaise_Sectional_(111""–121"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Nubuck Caramel"
"Jake Seadrift Wood Base 3-Piece Sectional (110"")",https://www.potterybarn.com/products/jake-upholstered-wood-base-3-piece-sectional/?pkey=cjake-wooden-base-collection,"4,547","6,297","images/Jake_Seadrift_Wood_Base_3-Piece_Sectional_(110"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Tufted Seadrift Wood Base Chaise Sectional (110""–120"")",https://www.potterybarn.com/products/jake-uph-tufted-chaise-sectional-with-wood-legs/?pkey=cjake-wooden-base-collection,"3,698","5,698","images/Jake_Tufted_Seadrift_Wood_Base_Chaise_Sectional_(110""–120"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Leather Brindle Wood Base Swivel Chair,https://www.potterybarn.com/products/jake-leather-dark-wood-base-swivel-armchair/?pkey=cjake-wooden-base-collection,"1,799","2,399",images/Jake_Leather_Brindle_Wood_Base_Swivel_Chair.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Brindle Wood Base Double Chaise Sectional (143""–161"")",https://www.potterybarn.com/products/jake-upholstered-u-shaped-chaise-sectional-dark-wood-base/?pkey=cjake-wooden-base-collection,"4,547","7,147","images/Jake_Brindle_Wood_Base_Double_Chaise_Sectional_(143""–161"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
Jake Brindle Wood Base Swivel Chair,https://www.potterybarn.com/products/jake-uph-dark-wood-base-swivel-armchair/?pkey=cjake-wooden-base-collection,"1,399","2,249",images/Jake_Brindle_Wood_Base_Swivel_Chair.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
Jake Tufted Seadrift Wood Base Chair,https://www.potterybarn.com/products/jake-upholstered-tufted-armchair-with-wood-legs/?pkey=cjake-wooden-base-collection,"1,499","2,249",images/Jake_Tufted_Seadrift_Wood_Base_Chair.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Leather Seadrift Wood Base Chaise Sectional (111""–121"")",https://www.potterybarn.com/products/jake-leather-wood-base-sofa-chaise-sectional/?pkey=cjake-wooden-base-collection,"5,498","6,298","images/Jake_Leather_Seadrift_Wood_Base_Chaise_Sectional_(111""–121"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Tufted Seadrift Wood Base Return Bumper Sectional (110"")",https://www.potterybarn.com/products/jake-uph-tufted-return-bumper-sec-with-wood-legs/?pkey=cjake-wooden-base-collection,"4,098","5,698","images/Jake_Tufted_Seadrift_Wood_Base_Return_Bumper_Sectional_(110"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Leather Seadrift Wood Base 3-Piece L-Shaped Sectional (111"")",https://www.potterybarn.com/products/jake-leather-wood-base-3-piece-l-shaped-sectional/?pkey=cjake-wooden-base-collection,"7,222","8,497","images/Jake_Leather_Seadrift_Wood_Base_3-Piece_L-Shaped_Sectional_(111"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Tufted Seadrift Wood Base Sofa (63""–96"")",https://www.potterybarn.com/products/jake-upholstered-tufted-sofa-with-wood-legs/?pkey=cjake-wooden-base-collection,"2,099","3,899","images/Jake_Tufted_Seadrift_Wood_Base_Sofa_(63""–96"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Brindle Wood Base 3-Piece L-Shaped Sectional (110"")",https://www.potterybarn.com/products/jake-uph-dark-wood-base-3-piece-l-sec/?pkey=cjake-wooden-base-collection,"4,547","6,297","images/Jake_Brindle_Wood_Base_3-Piece_L-Shaped_Sectional_(110"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
"Jake Seadrift Wood Base Double Chaise Sectional (39""–49"")",https://www.potterybarn.com/products/jake-upholstered-u-shaped-chaise-sectional-wood-base/?pkey=cjake-wooden-base-collection,"4,547","7,747","images/Jake_Seadrift_Wood_Base_Double_Chaise_Sectional_(39""–49"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Leather Seadrift Wood Base Chair,https://www.potterybarn.com/products/jake-leather-wood-base-armchair/?pkey=cjake-wooden-base-collection,"1,699","2,299",images/Jake_Leather_Seadrift_Wood_Base_Chair.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Brindle Wood Base Settee (74"")",https://www.potterybarn.com/products/jake-upholstered-dark-wood-legs-settee/?pkey=cjake-wooden-base-collection,"1,799","2,399","images/Jake_Brindle_Wood_Base_Settee_(74"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
"Jake Leather Brindle Wood Base 3-Piece L-Shaped Sectional (111"")",https://www.potterybarn.com/products/jake-leather-dark-wood-base-3-piece-l-sec/?pkey=cjake-wooden-base-collection,"7,897","8,497","images/Jake_Leather_Brindle_Wood_Base_3-Piece_L-Shaped_Sectional_(111"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Leather Brindle Wood Base Double Chaise Sectional (146""–164"")",https://www.potterybarn.com/products/jake-leather-u-chaise-sectional-dark-wood-base/?pkey=cjake-wooden-base-collection,"7,797","9,197","images/Jake_Leather_Brindle_Wood_Base_Double_Chaise_Sectional_(146""–164"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Leather Brindle Wood Base Return Bumper Sectional (112"")",https://www.potterybarn.com/products/jake-leather-sofa-return-bumper-sectional-dark-wood-base/?pkey=cjake-wooden-base-collection,"6,698","7,098","images/Jake_Leather_Brindle_Wood_Base_Return_Bumper_Sectional_(112"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Nubuck Caramel"
Jake Leather Brindle Wood Base Chair,https://www.potterybarn.com/products/jake-leather-dark-wood-base-armchair/?pkey=cjake-wooden-base-collection,"1,699","2,299",images/Jake_Leather_Brindle_Wood_Base_Chair.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Leather Seadrift Wood Base Double Chaise Sectional (145""–164"")",https://www.potterybarn.com/products/jake-leather-u-chaise-sectional-wood-base/?pkey=cjake-wooden-base-collection,"7,137","9,197","images/Jake_Leather_Seadrift_Wood_Base_Double_Chaise_Sectional_(145""–164"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Leather Seadrift Wood Base U-Shaped Sectional (146"")",https://www.potterybarn.com/products/jake-leather-u-sofa-sectional-wood-base/?pkey=cjake-wooden-base-collection,"8,497","13,595","images/Jake_Leather_Seadrift_Wood_Base_U-Shaped_Sectional_(146"").jpg","Statesville Molasses, Statesville Espresso, Statesville Wolf Gray, Statesville Caramel"
"Jake Leather Seadrift Wood Base Return Bumper Sectional (112"")",https://www.potterybarn.com/products/jake-leather-sofa-return-bumper-sectional-wood-legs/?pkey=cjake-wooden-base-collection,"6,033","7,098","images/Jake_Leather_Seadrift_Wood_Base_Return_Bumper_Sectional_(112"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Brindle Wood Base Return Bumper Sectional (110"")",https://www.potterybarn.com/products/jake-uph-sofa-with-return-bumper-sectional-dark-wood-base/?pkey=cjake-wooden-base-collection,"3,498","4,698","images/Jake_Brindle_Wood_Base_Return_Bumper_Sectional_(110"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
Jake Seadrift Wood Base Chair,https://www.potterybarn.com/products/jake-upholstered-wood-base-armchair/?pkey=cjake-wooden-base-collection,"1,299","2,349",images/Jake_Seadrift_Wood_Base_Chair.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Seadrift Wood Base Ottoman,https://www.potterybarn.com/products/jake-upholstered-wood-base-ottoman/?pkey=cjake-wooden-base-collection,779,"1,179",images/Jake_Seadrift_Wood_Base_Ottoman.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Leather Seadrift Wood Base Ottoman,https://www.potterybarn.com/products/jake-leather-wood-base-ottoman/?pkey=cjake-wooden-base-collection,891,"1,049",images/Jake_Leather_Seadrift_Wood_Base_Ottoman.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
Jake Leather Brindle Wood Base Modular Sectional Ottoman,https://www.potterybarn.com/products/jake-leather-dark-wood-base-modular-sec-ottoman/?pkey=cjake-wooden-base-collection,"1,449","1,499",images/Jake_Leather_Brindle_Wood_Base_Modular_Sectional_Ottoman.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
Jake Seadrift Wood Base Sectional Ottoman,https://www.potterybarn.com/products/jake-upholstered-wood-base-sectional-ottoman/?pkey=cjake-wooden-base-collection,949,"1,599",images/Jake_Seadrift_Wood_Base_Sectional_Ottoman.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Leather Seadrift Wood Base Modular Sectional Ottoman,https://www.potterybarn.com/products/jake-leather-modular-sectional-ottoman-wood-base/?pkey=cjake-wooden-base-collection,"1,449","1,549",images/Jake_Leather_Seadrift_Wood_Base_Modular_Sectional_Ottoman.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
Jake Leather Seadrift Wood Base Sectional Ottoman,https://www.potterybarn.com/products/jake-leather-wood-base-sectional-ottoman/?pkey=cjake-wooden-base-collection,"1,019","1,199",images/Jake_Leather_Seadrift_Wood_Base_Sectional_Ottoman.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
Jake Brindle Wood Base Ottoman,https://www.potterybarn.com/products/jake-upholstered-dark-wood-base-ottoman/?pkey=cjake-wooden-base-collection,779,"1,079",images/Jake_Brindle_Wood_Base_Ottoman.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
Jake Leather Brindle Wood Base Ottoman,https://www.potterybarn.com/products/jake-leather-dark-wood-base-ottoman/?pkey=cjake-wooden-base-collection,949,999,images/Jake_Leather_Brindle_Wood_Base_Ottoman.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
Jake Leather Brindle Wood Base Sectional Ottoman,https://www.potterybarn.com/products/jake-leather-dark-wood-base-sectional-ottoman/?pkey=cjake-wooden-base-collection,"1,099","1,199",images/Jake_Leather_Brindle_Wood_Base_Sectional_Ottoman.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
Jake Brindle Wood Base Sectional,https://www.potterybarn.com/products/build-your-own-jake-uph-sec-components-with-dark-wood-base/?pkey=cjake-wooden-base-collection,"1,349","2,699",images/Build_Your_Own_Jake_Brindle_Wood_Base_Sectional.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Pebble, Performance Everydaylinen™, Oatmeal, Performance Everydaylinen™, Ivory"
Jake Leather Brindle Wood Base Sectional,https://www.potterybarn.com/products/build-your-own-jake-leather-sectional-dark-wood-base-components/?pkey=cjake-wooden-base-collection,"1,099","3,999",images/Build_Your_Own_Jake_Leather_Brindle_Wood_Base_Sectional.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
Jake Seadrift Wood Base Sectional,https://www.potterybarn.com/products/build-your-own-jake-upholstered-wood-base-sectional/?pkey=cjake-wooden-base-collection,829,"2,899",images/Build_Your_Own_Jake_Seadrift_Wood_Base_Sectional.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Tufted Seadrift Wood Base Sectional,https://www.potterybarn.com/products/build-your-own-jake-uph-tufted-wood-base-sectional-components/?pkey=cjake-wooden-base-collection,"1,799","2,999",images/Build_Your_Own_Jake_Tufted_Seadrift_Wood_Base_Sectional.jpg,"Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Leather Seadrift Wood Base Sectional,https://www.potterybarn.com/products/build-your-own-jake-leather-sectional-wood-base-components/?pkey=cjake-wooden-base-collection,"1,019","3,999",images/Build_Your_Own_Jake_Leather_Seadrift_Wood_Base_Sectional.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Leather Sofa (63""–96"")",https://www.potterybarn.com/products/jake-leather-sofa/?pkey=cjake-sofas-sectionals,"2,974","4,099","images/Jake_Leather_Sofa_(63""–96"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Sofa (64""–96"")",https://www.potterybarn.com/products/jake-upholstered-sofa/?pkey=cjake-sofas-sectionals,"1,699","3,799","images/Jake_Sofa_(64""–96"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Leather Return Bumper Sectional (111"")",https://www.potterybarn.com/products/jake-leather-sofa-with-return-bumper-sectional/?pkey=cjake-sofas-sectionals,"6,298","6,698","images/Jake_Leather_Return_Bumper_Sectional_(111"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Settee (74"")",https://www.potterybarn.com/products/jake-upholstered-settee/?pkey=cjake-sofas-sectionals,"1,599","2,399","images/Jake_Settee_(74"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Leather Chaise Sectional (111""–120"")",https://www.potterybarn.com/products/jake-leather-sofa-with-chaise-sectional/?pkey=cjake-sofas-sectionals,"5,098","5,798","images/Jake_Leather_Chaise_Sectional_(111""–120"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Leather Trundle Daybed Sleeper (86"")",https://www.potterybarn.com/products/jake-leather-trundle-daybed-sleeper/?pkey=cjake-sofas-sectionals,"2,719","3,399","images/Jake_Leather_Trundle_Daybed_Sleeper_(86"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Leather Double Chaise Sectional (145""–164"")",https://www.potterybarn.com/products/jake-leather-u-chaise-sectional/?pkey=cjake-sofas-sectionals,"6,597","8,397","images/Jake_Leather_Double_Chaise_Sectional_(145""–164"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Leather 3-Piece L-Shaped Sectional (111"")",https://www.potterybarn.com/products/jake-leather-3-piece-l-shaped-sectional/?pkey=cjake-sofas-sectionals,"7,397","7,997","images/Jake_Leather_3-Piece_L-Shaped_Sectional_(111"").jpg","Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake 3-Piece L-Shaped Sectional (110"")",https://www.potterybarn.com/products/jake-upholstered-3-piece-l-shaped-sectional/?pkey=cjake-sofas-sectionals,"4,047","5,547","images/Jake_3-Piece_L-Shaped_Sectional_(110"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
"Jake Double Chaise Sectional (143""–163"")",https://www.potterybarn.com/products/jake-upholstered-u-shaped-chaise-sectional/?pkey=cjake-sofas-sectionals,"3,947","7,147","images/Jake_Double_Chaise_Sectional_(143""–163"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Leather Chair,https://www.potterybarn.com/products/jake-leather-armchair/?pkey=cjake-sofas-sectionals,"1,999","2,199",images/Jake_Leather_Chair.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
"Jake Leather U-Shaped Sectional (145"")",https://www.potterybarn.com/products/jake-leather-u-sofa-sectional/?pkey=cjake-sofas-sectionals,"5,000","13,295","images/Jake_Leather_U-Shaped_Sectional_(145"").jpg","Statesville Molasses, Statesville Espresso, Statesville Wolf Gray, Statesville Caramel"
"Jake Chaise Sectional (110""–120"")",https://www.potterybarn.com/products/jake-upholstered-sofa-with-chaise-sectional/?pkey=cjake-sofas-sectionals,"2,698","4,698","images/Jake_Chaise_Sectional_(110""–120"").jpg","Performance Boucle, Oatmeal, Performance Boucle, Ivory, Performance Boucle, Pebble, Performance Boucle, Metal"
Jake Leather Modular Sectional Ottoman,https://www.potterybarn.com/products/jake-leather-modular-sectional-ottoman/?pkey=cjake-sofas-sectionals,"1,349","1,449",images/Jake_Leather_Modular_Sectional_Ottoman.jpg,"Statesville Molasses, Statesville Espresso, Statesville Toffee, Statesville Caramel"
